_id,Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Band,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,ABN,Sector,Non-State Sector,Longitude,Latitude
67,9979,Australian Industry Trade College - Redlands (Cleveland),Non-State School,Open,,,Year 10,Year 12,Principal,,,www.aitc.qld.edu.au,(07) 3086 0500,,,,233 Middle Street,Cleveland,4163,PO Box 325,Cleveland,,4163,South East,Bowman,Oodgeroo,Redland (C),Cleveland,301021007,Major Cities of Australia,,,,,Non-State,Independent,153.281938,-27.526604
68,A798,Australian Industry Trade College - Toowoomba (Toowoomba City),Non-State School,Open,,,Year 10,Year 12,Principal,,,www.aitc.qld.edu.au/education/toowoomba-campus/,(07) 4592 8700,,,,1-3 Russell Street,Toowoomba City,4350,PO Box 3254,Toowoomba City,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Toowoomba - Central,317011456,Inner Regional Australia,,,,,Non-State,Independent,151.955617,-27.559244
69,5740,Australian Industry Trade College (Robina),Non-State School,Open,,,Year 10,Year 12,Principal,,,www.aitc.qld.edu.au,(07) 5635 0400,,(07) 5635 0444,,281 Scottsdale Drive,Robina,4226,PO Box 4777,Robina Town Centre,,4230,South East,Mcpherson,Mermaid Beach,Gold Coast (C),Robina,309081261,Major Cities of Australia,,,,,Non-State,Independent,153.39261,-28.091614
70,5396,Australian International Islamic College (Durack),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.aiic.qld.edu.au,(07) 3372 1400,,(07) 3372 2500,,724 Blunder Road,Durack,4077,724 Blunder Road,Durack,,4077,Metropolitan,Oxley,Inala,Brisbane (C),Durack,310011272,Major Cities of Australia,,,,,Non-State,Independent,152.987738,-27.597667
71,9977,Australian Technology and Agricultural College (North Maclean),Non-State School,Open,,,Year 10,Year 12,Chief Executive Officer,,,www.atac.qld.edu.au,(07) 5547 8598,,,,Cnr Mt Lindesay Highway and Trace Road,North Maclean,4280,PO Box 319,Browns Plains BC,,4118,South East,Forde,Logan,Logan (C),Greenbank,311041320,Major Cities of Australia,,,,,Non-State,Independent,153.012871,-27.777759
72,5690,Australian Trade College North Brisbane (Scarborough),Non-State School,Open,,,Year 11,Year 12,Principal,,,www.tradecollege.com.au,(07) 3880 4331,,(07) 3880 4339,,294 Scarborough Road,Scarborough,4020,PO Box 140,Scarborough,,4020,North Coast,Petrie,Redcliffe,Moreton Bay (R),Scarborough - Newport - Moreton Island,313051542,Major Cities of Australia,,,,,Non-State,Independent,153.110018,-27.205235
73,5893,Autism Queensland Education & Therapy Centre (Sunnybank Hills),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.autismqld.com.au,(07) 3273 0000,,(07) 3273 8306,,437 Hellawell Road,Sunnybank Hills,4109,PO Box 354,Sunnybank,,4109,Metropolitan,Moreton,Stretton,Brisbane (C),Sunnybank Hills,303061080,Major Cities of Australia,,,,,Non-State,Independent,153.043103,-27.597484
74,2078,Aviation High,State High School,Open,,,Year 7,Year 12,Principal,9,2020-08-12T00:00:00,www.aviationhigh.eq.edu.au,(07) 3637 0111,N,(07) 3637 0100,,Widdop Street,Hendra,4011,PO Box 359,Clayfield,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Hendra,305031125,Major Cities of Australia,2019 July,484,,72855864714,State,,153.062996,-27.414323
75,1901,Avoca State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-05-28T00:00:00,www.avocass.eq.edu.au,(07) 4150 0444,N,(07) 4150 0400,,Twyford Street,Avoca,4670,PO Box 5636,Bundaberg West,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Millbank - Avoca,319011500,Inner Regional Australia,2019 July,328,,41284121841,State,,152.313454,-24.883639
76,572,Avondale State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-28T00:00:00,www.avondaless.eq.edu.au,(07) 4156 1202,N,,,371 Avondale Road,Avondale,4670,371 Avondale Road,Avondale,,4670,North Coast,Flynn,Burnett,Bundaberg (R),Bundaberg Region - North,319011498,Inner Regional Australia,2019 July,14,,45476823840,State,,152.160664,-24.735813
77,2008,Ayr State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-06-24T00:00:00,www.ayrshs.eq.edu.au,(07) 4790 4333,N,(07) 4790 4300,,Cnr Edwards & Wickham Streets,Ayr,4807,PO Box 961,Ayr,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Ayr,318011460,Outer Regional Australia,2019 July,449,,40808982030,State,,147.409618,-19.577045
78,451,Ayr State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-06-24T00:00:00,www.ayrss.eq.edu.au,(07) 4790 3333,N,(07) 4790 3300,,141 Graham Street,Ayr,4807,PO Box 955,Ayr,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Ayr,318011460,Outer Regional Australia,2019 July,89,,69102381008,State,,147.400553,-19.579099
79,1466,Babinda State School,State School,Open,,,Prep Year,Year 12,Principal,8,2020-07-17T00:00:00,www.babindass.eq.edu.au,(07) 4067 8333,N,(07) 4067 8300,,Boulders Road,Babinda,4861,PO Box 217,Babinda,,4861,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2019 July,272,,90249901046,State,,145.912648,-17.345975
80,317,Back Plains State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-03-26T00:00:00,www.backplainsss.eq.edu.au,(07) 4695 8571,N,(07) 4695 8519,,874 Clifton-Pittsworth Highway,Back Plains,4361,MS 29,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2019 July,23,,58143409430,State,,151.784224,-27.892622
81,906,Bajool State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-11T00:00:00,www.bajoolss.eq.edu.au,(07) 4934 6128,N,,,Toonda Street,Bajool,4699,c/- Post Office,Bajool,,4699,Central Queensland,Flynn,Mirani,Rockhampton (R),Bouldercombe,308031206,Outer Regional Australia,2019 July,44,,64205894228,State,,150.646749,-23.6523
82,1689,Balaclava State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-07-17T00:00:00,www.balaclavass.eq.edu.au,(07) 4081 5333,N,(07) 4081 5300,,418 Mulgrave Road,Mooroobool,4870,PO Box 266M,Manunda,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Kanimbla - Mooroobool,306021149,Outer Regional Australia,2019 July,407,,77803106315,State,,145.744947,-16.936708
83,4,Bald Hills State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-12T00:00:00,www.baldhillss.eq.edu.au,(07) 3869 5555,N,(07) 3261 1715,,2156 Gympie Road,Bald Hills,4036,PO Box 40,Bald Hills,,4036,Metropolitan,Petrie,Aspley,Brisbane (C),Bald Hills,302011022,Major Cities of Australia,2019 July,635,,75695439556,State,,153.006826,-27.320095
84,1164,Ballandean State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-01-31T00:00:00,www.ballandeanss.eq.edu.au,(07) 4684 1254,N,(07) 4684 1246,,Bent's Road,Ballandean,4382,c/- Post Office,Ballandean,,4382,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Stanthorpe Region,307031188,Outer Regional Australia,2019 July,42,,43393348622,State,,151.841491,-28.79861
85,2043,Balmoral State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-08-12T00:00:00,www.balmoralshs.eq.edu.au,(07) 3823 8588,N,(07) 3823 8500,,Cnr Thynne & Lytton Roads,Balmoral,4171,PO Box 120,Morningside,,4170,Metropolitan,Griffith,Bulimba,Brisbane (C),Balmoral,305021113,Major Cities of Australia,2019 July,653,,28493519073,State,,153.072786,-27.45601
86,521,Banana State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-15T00:00:00,www.bananass.eq.edu.au,(07) 4995 9333,N,(07) 4995 9300,,32 Bramston Street,Banana,4702,32 Bramston Street,Banana,,4702,Central Queensland,Flynn,Callide,Banana (S),Banana,308041528,Outer Regional Australia,2019 July,31,,55253912937,State,,150.129998,-24.469999
87,1989,Banksia Beach State School,State School,Open,,,Early Childhood,Year 6,Principal,10,2020-08-10T00:00:00,www.banksiabeachss.eq.edu.au,(07) 3408 5333,N,(07) 3408 5300,,Sunderland Road,Banksia Beach,4507,PO Box 243,Bribie Island,,4507,North Coast,Longman,Pumicestone,Moreton Bay (R),Bribie Island,313011363,Inner Regional Australia,2019 July,1051,,51445986826,State,,153.148339,-27.046341
88,1605,Baralaba State School,State School,Open,,,Early Childhood,Year 10,Principal,7,2020-06-12T00:00:00,www.baralabass.eq.edu.au,(07) 4998 2333,N,(07) 4998 2300,,1 Power Street,Baralaba,4702,PO Box 24,Baralaba,,4702,Central Queensland,Flynn,Callide,Banana (S),Banana,308041528,Outer Regional Australia,2019 July,94,,37213269394,State,,149.809756,-24.181073
89,531,Barcaldine Prep-12 State School,State School,Open,,,Early Childhood,Year 12,Principal,9,2020-09-09T00:00:00,www.barcaldiness.eq.edu.au,(07) 4651 5333,N,(07) 4651 5300,,Gidyea Street,Barcaldine,4725,PO Box 136,Barcaldine,,4725,Central Queensland,Maranoa,Gregory,Barcaldine (R),Barcaldine - Blackall,315031408,Very Remote Australia,2019 July,251,,63992688270,State,,145.294011,-23.558838
90,1041,Bardon State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-12T00:00:00,www.bardonss.eq.edu.au,(07) 3511 4555,N,(07) 3511 4500,,330 Simpsons Road,Bardon,4065,330 Simpsons Road,Bardon,,4065,Metropolitan,Ryan,Maiwar,Brisbane (C),Bardon,305041134,Major Cities of Australia,2019 July,327,,42195804403,State,,152.972139,-27.459916
91,702,Bargara State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-05-28T00:00:00,www.bargarass.eq.edu.au,(07) 4150 5333,N,,,591 Bargara Road,Mon Repos,4670,591 Bargara Road,Bargara,,4670,North Coast,Hinkler,Burnett,Bundaberg (R),Bargara - Burnett Heads,319011493,Inner Regional Australia,2019 July,429,,40348572046,State,,152.43876,-24.822161
92,A109,Baringa State Primary School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-05-29T00:00:00,www.baringass.eq.edu.au,(07) 5390 2333,N,,,30 Baringa Drive,Caloundra South,4551,30 Baringa Drive,Baringa,,4551,North Coast,Fisher,Caloundra,Sunshine Coast (R),Caloundra - West,316021420,Major Cities of Australia,2019 July,641,,28376889608,State,,153.081063,-26.807568
93,777,Barkly Highway State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-06-19T00:00:00,www.barklyhighwayss.eq.edu.au,(07) 4437 3633,N,(07) 4743 0427,,3-17 Bougainville Street,Soldiers Hill,4825,PO Box 2214,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,2019 July,414,,65846809331,State,,139.489312,-20.70767
94,3056,Barrett Adolescent Centre Special School,Specific Purpose School,Open,,,Year 7,Year 12,Principal,7,2020-08-12T00:00:00,www.barrettadolescentcentreschool.eq.edu.au,(07) 3848 5985,N,,,38 Lofter Street,Tennyson,4105,PO Box 3225,Yeronga,,4104,Metropolitan,Moreton,Miller,Brisbane (C),Yeronga,303021059,Major Cities of Australia,2019 July,29,,95170964246,State,,153.003241,-27.527284
95,1730,Bartle Frere State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-07-17T00:00:00,www.bartlefreress.eq.edu.au,(07) 4067 6240,N,(07) 4067 6398,,29 Price Road,Bartle Frere,4861,PO Box 62,Miriwinni,,4871,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2019 July,9,,86987501236,State,,145.885217,-17.444645
96,387,Bauhinia State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-05-15T00:00:00,www.bauhiniass.eq.edu.au,(07) 4996 4150,N,(07) 4996 4182,,11559 Fitzroy Development Road,Bauhinia,4718,MS 2133,Moura,,4718,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - East,308011190,Remote Australia,2019 July,33,,79025085307,State,,149.296066,-24.566682
97,966,Bauple State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-22T00:00:00,www.baupless.eq.edu.au,(07) 4193 8222,N,(07) 4129 2523,,44 Forestry Road,Bauple,4650,44 Forestry Road,Bauple,,4650,North Coast,Wide Bay,Gympie,Fraser Coast (R),Maryborough Region - South,319051525,Inner Regional Australia,2019 July,35,,25408118513,State,,152.622887,-25.812184
98,1798,Bay View State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.bayviewss.eq.edu.au,(07) 3206 5222,N,(07) 3206 0511,,77 Ziegenfusz Road,Thornlands,4164,77 Ziegenfusz Road,Thornlands,,4164,South East,Bowman,Redlands,Redland (C),Thornlands,301021012,Major Cities of Australia,2019 July,767,,98718283819,State,,153.261816,-27.563749
99,5579,Bayside Christian College Hervey Bay (Urraween),Non-State School,Open,,,Prep Year,Year 11,Principal,,,,(07) 4124 4417,,(07) 4124 0010,,171 Pantlins Lane,Urraween,4655,PO Box 692,Hervey Bay,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Pialba - Eli Waters,319041518,Inner Regional Australia,,,,,Non-State,Independent,152.815309,-25.298656
100,1961,Beachmere State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-10T00:00:00,www.beachmeress.eq.edu.au,(07) 5433 9222,N,(07) 5496 8125,,James Road,Beachmere,4510,James Road,Beachmere,,4510,North Coast,Longman,Pumicestone,Moreton Bay (R),Beachmere - Sandstone Point,313011362,Major Cities of Australia,2019 July,297,,82439360912,State,,153.04769,-27.131538
101,1672,Beaconsfield State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-06-18T00:00:00,www.beaconsfieldss.eq.edu.au,(07) 4969 2222,N,(07) 4969 2255,,Nadina Street,Beaconsfield,4740,PO Box 8823,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Andergrove - Beaconsfield,312021342,Inner Regional Australia,2019 July,348,,34324377664,State,,149.171331,-21.093329
102,2083,Beaudesert State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-10T00:00:00,www.beaudesertshs.eq.edu.au,(07) 5542 9111,N,(07) 5542 9100,,271-297 Brisbane Street,Beaudesert,4285,PO Box 104,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,2019 July,1357,,34885527532,State,,152.997001,-27.970749
103,158,Beaudesert State School,State School,Open,,,Early Childhood,Year 6,Principal,9,2020-08-10T00:00:00,www.beaudesertss.eq.edu.au,(07) 5540 1111,N,(07) 5540 1100,,17 Tina Street,Beaudesert,4285,PO Box 182,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,2019 July,590,,29200301809,State,,153.002363,-27.988875
104,1019,Bedourie State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-09-04T00:00:00,www.bedouriess.eq.edu.au,(07) 4746 1224,Y,,,Timor Street,Bedourie,4829,Timor Street,Bedourie,,4829,Central Queensland,Maranoa,Gregory,Diamantina (S),Far Central West,315031410,Very Remote Australia,2019 July,14,,73080498741,State,,139.471353,-24.360325
105,681,Beechmont State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-08-28T00:00:00,www.beechmontss.eq.edu.au,(07) 5545 9100,N,(07) 5545 9199,,1922 Beechmont Road,Beechmont,4211,1922 Beechmont Road,Beechmont,,4211,South East,Wright,Scenic Rim,Scenic Rim (R),Tamborine - Canungra,309041242,Inner Regional Australia,2019 July,118,,11080317028,State,,153.185673,-28.12486
106,3051,Beenleigh Special School,Special School,Open,,,Prep Year,Year 12,Principal,11,2020-08-10T00:00:00,www.beenleighspecs.eq.edu.au,(07) 3380 1111,N,(07) 3380 1100,,52-74 Mount Warren Boulevard,Mount Warren Park,4207,52-74 Mount Warren Boulevard,Mount Warren Park,,4207,South East,Forde,Macalister,Logan (C),Mount Warren Park,311021309,Major Cities of Australia,2019 July,166,,98650906211,State,,153.20115,-27.724668
107,2084,Beenleigh State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-10T00:00:00,www.beenleighshs.eq.edu.au,(07) 3442 3777,N,(07) 3442 3700,,Alamein Street,Beenleigh,4207,PO Box 29,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Beenleigh,311021306,Major Cities of Australia,2019 July,1187,,36642680210,State,,153.204418,-27.715327
108,6,Beenleigh State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-10T00:00:00,www.beenleighss.eq.edu.au,(07) 3386 2333,N,(07) 3386 2300,,22 James Street,Beenleigh,4207,PO Box 246,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Beenleigh,311021306,Major Cities of Australia,2019 July,401,,16252717288,State,,153.199788,-27.717928
109,1598,Beerburrum State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-05-29T00:00:00,www.beerburrumss.eq.edu.au,(07) 5439 5222,N,(07) 5496 0321,,8 Beerburrum Road,Beerburrum,4517,8 Beerburrum Road,Beerburrum,,4517,North Coast,Fisher,Glass House,Sunshine Coast (R),Glass House Mountains,316061441,Inner Regional Australia,2019 July,81,,47475425972,State,,152.957276,-26.956986
110,2109,Beerwah State High School,State High School,Open,,,Year 7,Year 12,Principal,10,2020-05-29T00:00:00,www.beerwahshs.eq.edu.au,(07) 5436 5333,N,(07) 5436 5300,,35 Roberts Road,Beerwah,4519,PO Box 198,Beerwah,,4519,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,2019 July,844,,93096910678,State,,152.954038,-26.862792
111,569,Beerwah State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-05-29T00:00:00,www.beerwahss.eq.edu.au,(07) 5436 5555,N,(07) 5436 5500,,2788 Old Gympie Road,Beerwah,4519,PO Box 140,Beerwah,,4519,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,2019 July,298,,36618819288,State,,152.939936,-26.855415
112,187,Begonia State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-08-10T00:00:00,www.begoniass.eq.edu.au,(07) 4625 7445,N,(07) 4625 7507,,St George-Mitchell Road,Begonia,4487,St George-Mitchell Road,Begonia,,4487,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Remote Australia,2019 July,10,,37945621979,State,,148.324991,-27.491787
113,509,Belgian Gardens State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-07-06T00:00:00,www.belgiangardensss.eq.edu.au,(07) 4417 1333,N,(07) 4772 5553,,43 Potts Street,Belgian Gardens,4810,43 Potts Street,Belgian Gardens,,4810,North Queensland,Herbert,Townsville,Townsville (C),Belgian Gardens - Pallarenda,318021469,Outer Regional Australia,2019 July,581,,43657227376,State,,146.792881,-19.250797
114,781,Bell State School,State School,Open,,,Prep Year,Year 10,Principal,7,2020-04-17T00:00:00,www.bellss.eq.edu.au,(07) 4679 2333,N,(07) 4663 1249,,90 Dennis Street,Bell,4408,90 Dennis Street,Bell,,4408,Darling Downs South West,Maranoa,Callide,Western Downs (R),Wambo,307021183,Outer Regional Australia,2019 July,93,,77328128659,State,,151.452992,-26.939739
115,9322,Bellbird Park State Secondary College,State High School,Open,,,Year 7,Year 10,Principal,10,2020-05-15T00:00:00,www.bellbirdparkssc.eq.edu.au,(07) 3819 7222,N,(07) 3819 7200,,2 Alesana Drive,Bellbird Park,4300,2 Alesana Drive,Bellbird Park,,4300,Metropolitan,Oxley,Bundamba,Ipswich (C),Bellbird Park - Brookwater,310041296,Major Cities of Australia,2019 July,840,,86764949810,State,,152.883787,-27.640517
116,1768,Bellenden Ker State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-07-17T00:00:00,www.bellendenkerss.eq.edu.au,(07) 4067 5292,N,,,Harvey Creek Road,Bellenden Ker,4871,PO Box 199,Babinda,,4861,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2019 July,13,,51168391235,State,,145.925126,-17.266693
117,1925,Bellevue Park State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-28T00:00:00,www.bellevueparkss.eq.edu.au,(07) 5504 8222,N,(07) 5597 3939,,Sapium Road,Ashmore,4214,Sapium Road,Southport,,4215,South East,Moncrieff,Southport,Gold Coast (C),Ashmore,309091263,Major Cities of Australia,2019 July,620,,97237136627,State,,153.396254,-27.995615
118,9319,Bellmere State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.bellmeress.eq.edu.au,(07) 5498 0666,N,,,176 Dobson Lane,Bellmere,4510,PO Box 200,Morayfield,,4506,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture - South,313021366,Major Cities of Australia,2019 July,639,,59166902188,State,,152.915833,-27.093611
119,226,Belmont State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-12T00:00:00,www.belmontss.eq.edu.au,(07) 3843 9333,N,(07) 3843 9300,,Old Cleveland Road,Carindale,4152,Old Cleveland Road,Carindale,,4152,Metropolitan,Bonner,Chatsworth,Brisbane (C),Carindale,303011051,Major Cities of Australia,2019 July,924,,44181540533,State,,153.115625,-27.503012
